ticket_id,ticket_text,issue_type,urgency_level,product,ticket_length,char_count,sentiment_score,monetary_value,priority_score
246,FitRun Treadmill response stopped working 3 day,Product Defect,Medium,FitRun Treadmill,7,47,-0.2263,3.0,2
247,cant access account also contacted 28 april got response delivery expected 28 april,Account Access,High,ProTab X1,13,83,0.0,56.0,3
248,malfunction stopped working 3 day also contacted 12 march got response,Product Defect,High,UltraClean Vacuum,11,70,-0.2263,15.0,3
249,tell warranty also available black,General Inquiry,High,FitRun Treadmill,5,34,0.0,0.0,3
250,cant log account keep showing blocked help,Account Access,Low,ProTab X1,7,42,0.1531,0.0,1
251,tell SoundWave 300 warranty also available white,General Inquiry,High,SoundWave 300,7,48,0.0,300.0,3
252,EcoBreeze AC damaged stopped working 11 day,Product Defect,Medium,EcoBreeze AC,7,43,-0.5859,11.0,3
253,,Wrong Item,Medium,EcoBreeze AC,1,3,0.0,0.0,2
254,facing installation issue FitRun Treadmill setup fails step 5,Installation Issue,Medium,FitRun Treadmill,9,61,-0.4215,5.0,2
255,ProTab X1 damaged stopped working 7 day,Product Defect,High,ProTab X1,7,39,-0.5859,8.0,4
256,cant log account keep showing reset required help,Account Access,Medium,PowerMax Battery,8,49,0.4019,0.0,2
257,payment issue SmartWatch V2 underbilled 91931,Billing Problem,Medium,SmartWatch V2,6,45,0.0,91933.0,2
258,55349 placed 10 march still,Late Delivery,Low,Vision LED TV,5,27,0.0,55359.0,1
259,cant log account keep showing blocked help,Account Access,High,EcoBreeze AC,7,42,0.1531,0.0,3
260,facing installation issue PowerMax Battery setup fails step 3 also contacted 15 april got response,Installation Issue,High,PowerMax Battery,15,98,-0.4215,18.0,3
261,cant log account keep showing error help,Account Access,High,Vision LED TV,7,40,0.0,0.0,3
262,facing installation issue PowerMax Battery setup fails step 4,Installation Issue,Medium,PowerMax Battery,9,61,-0.4215,4.0,2
263,payment issue FitRun Treadmill charged twice 99357,Billing Problem,Low,FitRun Treadmill,7,50,-0.2023,99357.0,1
264,EcoBreeze AC missing stopped working 6 day also contacted 13 march got response,Product Defect,Medium,EcoBreeze AC,13,79,-0.4767,19.0,2
265,payment issue SoundWave 300 overbilled 26278,Billing Problem,High,SoundWave 300,6,44,0.0,26578.0,3
266,payment issue underbilled 75981,Billing Problem,Medium,Vision LED TV,4,31,0.0,75981.0,2
267,facing installation issue wit EcoBreeze AC setup fails step 3,Installation Issue,Low,EcoBreeze AC,10,61,-0.4215,3.0,1
268,glitchy stopped working 11 day also contacted 07 march got response,Product Defect,Low,SmartWatch V2,11,67,-0.2263,18.0,1
269,cant log account keep showing captcha failed help,Account Access,Medium,SoundWave 300,8,49,-0.1531,0.0,2
270,ordered ProTab X1 got PowerMax Battery instead 96264,Wrong Item,Medium,ProTab X1,8,52,0.0,96265.0,2
271,cant log account keep showing error help,Account Access,Medium,SmartWatch V2,7,40,0.0,0.0,2
272,led Vision LED TV received stopped working 10 day,Product Defect,Medium,Vision LED TV,9,49,0.0258,10.0,2
273,ordered got SmartWatch V2 instead 19513,Wrong Item,High,FitRun Treadmill,6,39,0.0,19515.0,3
274,payment issue SmartWatch V2 underbilled 56445 delivery expected 18 march,Billing Problem,Medium,SmartWatch V2,10,72,0.0,56465.0,2
275,ordered PhotoSnap Cam got UltraClean Vacuum instead 77017 delivery expected 28 april,Wrong Item,Low,PhotoSnap Cam,12,84,0.0,77045.0,1
276,account problem assistance needed,Account Access,Low,SmartWatch V2,4,33,-0.4019,0.0,1
277,cant log mi account keep showing captcha failed help,Account Access,High,SmartWatch V2,9,52,-0.1531,0.0,3
278,login working,Product Defect,Low,Vision LED TV,2,13,0.0,0.0,1
279,tell RoboChef Blender warranty also available white,General Inquiry,High,RoboChef Blender,7,51,0.0,0.0,3
280,ProTab X1 EcoBreeze AC late giving issue,Product Defect,Low,ProTab X1,7,40,0.34,1.0,1
281,,Billing Problem,Medium,ProTab X1,1,3,0.0,0.0,2
282,cant log account keep showing unknown issue help,Account Access,Low,SmartWatch V2,8,48,0.4019,0.0,1
283,tell RoboChef Blender warranty also available white,General Inquiry,Low,RoboChef Blender,7,51,0.0,0.0,1
284,facing installation issue led Vision LED TV setup fails step 1,Installation Issue,High,Vision LED TV,11,62,-0.2023,1.0,3
285,ordered EcoBreeze AC got PowerMax Battery instead 69733,Wrong Item,Low,EcoBreeze AC,8,55,0.0,69733.0,1
286,facing installation issue RoboChef Blender setup fails step 6 delivery expected 29 april,Installation Issue,High,RoboChef Blender,13,88,-0.4215,35.0,3
287,payment issue PhotoSnap Cam charged twice 85816,Billing Problem,High,PhotoSnap Cam,7,47,-0.2023,85816.0,3
288,facing installation issue wit RoboChef Blender setup fails step 6,Installation Issue,Medium,RoboChef Blender,10,65,-0.4215,6.0,2
289,tell SmartWatch V2 warranty also available blue,General Inquiry,Low,SmartWatch V2,7,47,0.0,2.0,1
290,cant log account keep showing unknown issue help delivery expected 22 april,Account Access,High,EcoBreeze AC,12,75,0.4019,22.0,3
291,cant log account keep showing captcha failed help,Account Access,Medium,PhotoSnap Cam,8,49,-0.1531,0.0,2
292,UltraClean Vacuum damaged stopped working 9 day,Product Defect,High,UltraClean Vacuum,7,47,-0.5859,9.0,4
293,tell warranty also available blue,General Inquiry,Medium,EcoBreeze AC,5,33,0.0,0.0,2
294,,Wrong Item,Low,UltraClean Vacuum,1,3,0.0,0.0,1
295,ordered ProTab X1 got EcoBreeze AC instead 26906,Wrong Item,Medium,ProTab X1,8,48,0.0,26907.0,2
296,21993 placed 21 march still,Late Delivery,Medium,FitRun Treadmill,5,27,0.0,22014.0,2
297,facing installation issue UltraClean Vacuum setup fails step 3,Installation Issue,Medium,UltraClean Vacuum,9,62,-0.4215,3.0,2
298,,Late Delivery,High,RoboChef Blender,1,3,0.0,0.0,3
299,ordered ProTab X1 got RoboChef Blender instead 56658,Wrong Item,Medium,ProTab X1,8,52,0.0,56659.0,2
300,cant log account keep showing captcha failed help,Account Access,Low,FitRun Treadmill,8,49,-0.1531,0.0,1
301,tell teh UltraClean Vacuum warranty also available black,General Inquiry,Medium,UltraClean Vacuum,8,56,0.0,0.0,2
302,payment issue SmartWatch V2 underbilled 54150,Billing Problem,Low,SmartWatch V2,6,45,0.0,54152.0,1
303,want know warranty,General Inquiry,Medium,Vision LED TV,3,18,0.0772,0.0,2
304,facing installation issue FitRun Treadmill setup fails step 4,Installation Issue,High,FitRun Treadmill,9,61,-0.4215,4.0,3
305,tell FitRun Treadmill warranty also available white,General Inquiry,Medium,FitRun Treadmill,7,51,0.0,0.0,2
306,payment issue PhotoSnap Cam debited incorrectly 97137,Billing Problem,Low,PhotoSnap Cam,7,53,0.0,97137.0,1
307,,Installation Issue,Low,PowerMax Battery,1,3,0.0,0.0,1
308,tell teh led Vision LED TV warranty also available red,General Inquiry,Medium,Vision LED TV,10,54,0.25,0.0,2
309,92183 fr FitRun Treadmill 11 day late ordered 01 april delivery expected 01 april,Late Delivery,Low,FitRun Treadmill,14,81,0.0,92196.0,1
310,item stock also contacted 11 april got response,General Inquiry,High,RoboChef Blender,8,47,0.0,11.0,3
311,payment issue SoundWave 300 refunded 10599,Billing Problem,High,SoundWave 300,6,42,0.0,10899.0,3
312,ordered PowerMax Battery got EcoBreeze AC instead 28999,Wrong Item,Low,PowerMax Battery,8,55,0.0,28999.0,1
313,able install product,Installation Issue,Medium,UltraClean Vacuum,3,20,0.0,0.0,2
314,led Vision LED TV error stopped working 5 day,Product Defect,High,Vision LED TV,9,45,-0.3818,5.0,3
315,tell RoboChef Blender warranty also available white,General Inquiry,Medium,RoboChef Blender,7,51,0.0,0.0,2
316,cant log account keep showing error help,Account Access,Medium,RoboChef Blender,7,40,0.0,0.0,2
317,78448 placed 05 april still,Late Delivery,Medium,FitRun Treadmill,5,27,0.0,78453.0,2
318,tell PowerMax Battery warranty also available blue,General Inquiry,High,PowerMax Battery,7,50,0.0,0.0,3
319,payment issue SmartWatch V2 charged twice 25854 also contacted 27 april got response,Billing Problem,Medium,SmartWatch V2,13,84,-0.2023,25883.0,2
320,,General Inquiry,Medium,SoundWave 300,1,3,0.0,0.0,2
321,facing installation issue SoundWave 300 setup fails step 3,Installation Issue,Medium,SoundWave 300,9,58,-0.4215,303.0,2
322,payment issue UltraClean Vacuum charged twice 93599,Billing Problem,Medium,UltraClean Vacuum,7,51,-0.2023,93599.0,2
323,payment issue fr mi PowerMax Battery debited incorrectly fr 39568,Billing Problem,Medium,PowerMax Battery,10,65,0.0,39568.0,2
324,payment issue PhotoSnap Cam underbilled 45573,Billing Problem,Low,PhotoSnap Cam,6,45,0.0,45573.0,1
325,FitRun Treadmill missing stopped working 5 day,Product Defect,High,FitRun Treadmill,7,46,-0.4767,5.0,3
326,damaged stopped working 2 day,Product Defect,Medium,SoundWave 300,5,29,-0.5859,2.0,3
327,facing installation issue ProTab X1 setup fails step 4,Installation Issue,Low,ProTab X1,9,54,-0.4215,5.0,1
328,payment issue ProTab X1 charged twice 10170,Billing Problem,High,ProTab X1,7,43,-0.2023,10171.0,3
329,error stopped working 10 day delivery expected 14 april,Product Defect,Low,PowerMax Battery,9,55,-0.5574,24.0,2
330,late stopped working 9 day,Product Defect,Low,PhotoSnap Cam,5,26,-0.2263,9.0,1
331,60087 PowerMax Battery 16 day late ordered 14 march,Late Delivery,Low,PowerMax Battery,9,51,0.0,60117.0,1
332,payment issue UltraClean Vacuum charged twice 23052,Billing Problem,Low,UltraClean Vacuum,7,51,-0.2023,23052.0,1
333,cant log account keep showing blocked help,Account Access,High,EcoBreeze AC,7,42,0.1531,0.0,3
334,cant log account keep showing error help delivery expected 18 april,Account Access,Low,FitRun Treadmill,11,67,0.0,18.0,1
335,tell led Vision LED TV warranty also available black also contacted 11 may got response,General Inquiry,Medium,Vision LED TV,15,87,0.25,11.0,2
336,27254 PowerMax Battery 1 day late ordered 10 april,Late Delivery,Low,PowerMax Battery,9,50,0.0,27265.0,1
337,payment problem 98036 need urgent help,Billing Problem,Low,RoboChef Blender,6,38,0.2023,98036.0,1
338,cant log mi account keep showing reset required help,Account Access,Medium,PowerMax Battery,9,52,0.4019,0.0,2
339,86000 5 day late ordered 08 march also contacted 08 march got response,Late Delivery,Medium,RoboChef Blender,13,70,0.0,86021.0,2
340,ordered PowerMax Battery got RoboChef Blender instead 40494,Wrong Item,Medium,PowerMax Battery,8,59,0.0,40494.0,2
341,want know warranty,General Inquiry,Low,SmartWatch V2,3,18,0.0772,0.0,1
342,tell EcoBreeze AC warranty also available black,General Inquiry,High,EcoBreeze AC,7,47,0.0,0.0,3
343,FitRun Treadmill defective stopped working 4 day,Product Defect,Medium,FitRun Treadmill,7,48,-0.5859,4.0,3
344,payment issue led Vision LED TV underbilled 81504,Billing Problem,Low,Vision LED TV,8,49,0.25,81504.0,1
345,facing installation issue PowerMax Battery setup fails step 1 also contacted 28 april got response,Installation Issue,Low,PowerMax Battery,15,98,-0.4215,29.0,1
346,ordered SoundWave 300 got PhotoSnap Cam instead 40050,Wrong Item,Low,SoundWave 300,8,53,0.0,40350.0,1
347,facing installation issue SoundWave 300 setup fails step 1 also contacted 17 march got response,Installation Issue,Low,SoundWave 300,15,95,-0.4215,318.0,1
348,payment issue SmartWatch V2 charged twice 79609 also contacted 30 april got response,Billing Problem,High,SmartWatch V2,13,84,-0.2023,79641.0,3
349,tell led Vision LED TV warranty also available blue,General Inquiry,High,Vision LED TV,9,51,0.25,0.0,3
350,facing installation issue setup fails step 5,Installation Issue,High,SmartWatch V2,7,44,-0.4215,5.0,3
351,13937 SmartWatch V2 2 day late ordered 07 march also contacted 07 march got response,Late Delivery,High,SmartWatch V2,15,84,0.0,13955.0,3
352,tell warranty also available black also contacted 22 april got response,General Inquiry,High,SoundWave 300,11,71,0.0,22.0,3
353,,Wrong Item,High,PowerMax Battery,1,3,0.0,0.0,3
354,cant access account also contacted 07 march got response,Account Access,Low,PowerMax Battery,9,56,0.0,7.0,1
355,tell SmartWatch V2 warranty also available black,General Inquiry,Medium,SmartWatch V2,7,48,0.0,2.0,2
356,,Product Defect,Low,SoundWave 300,1,3,0.0,0.0,1
357,response stopped working 6 day also contacted 22 march got response,Product Defect,High,SmartWatch V2,11,67,-0.2263,28.0,3
358,97716 fr RoboChef Blender 4 day late ordered 05 may,Late Delivery,High,RoboChef Blender,10,51,0.0,97725.0,3
359,payment issue PhotoSnap Cam underbilled 49697,Billing Problem,High,PhotoSnap Cam,6,45,0.0,49697.0,3
360,payment issue EcoBreeze AC underbilled 20548,Billing Problem,High,EcoBreeze AC,6,44,0.0,20548.0,3
361,40777 placed 08 april still also contacted 08 april got response,Late Delivery,Low,RoboChef Blender,11,64,0.0,40793.0,1
362,facing installation issue FitRun Treadmill setup fails step 2,Installation Issue,Low,FitRun Treadmill,9,61,-0.4215,2.0,1
363,facing installation issue SoundWave 300 setup fails step 6,Installation Issue,Low,SoundWave 300,9,58,-0.4215,306.0,1
364,payment issue refunded 83474 delivery expected 14 march,Billing Problem,High,PowerMax Battery,8,55,0.0,83488.0,3
365,cant log mi account keep showing blocked help,Account Access,Low,SmartWatch V2,8,45,0.1531,0.0,1
366,91046 led Vision LED TV 7 day late ordered 19 april,Late Delivery,Low,Vision LED TV,11,51,0.25,91072.0,1
367,facing installation issue setup fails step 6,Installation Issue,High,UltraClean Vacuum,7,44,-0.4215,6.0,3
368,86799 3 day late ordered 03 may also contacted 03 may got response,Late Delivery,Medium,EcoBreeze AC,13,66,0.0,86808.0,2
369,facing installation issue EcoBreeze AC setup fails step 3,Installation Issue,Medium,EcoBreeze AC,9,57,-0.4215,3.0,2
370,facing installation issue UltraClean Vacuum setup fails step 4,Installation Issue,High,UltraClean Vacuum,9,62,-0.4215,4.0,3
371,,Account Access,Medium,SoundWave 300,1,3,0.0,0.0,2
372,payment issue refunded 88583,Billing Problem,High,ProTab X1,4,28,0.0,88583.0,3
373,tell UltraClean Vacuum warranty also available red,General Inquiry,High,UltraClean Vacuum,7,50,0.0,0.0,3
374,PowerMax Battery broken stopped working 7 day,Product Defect,Low,PowerMax Battery,7,45,-0.6124,7.0,2
375,33197 PhotoSnap Cam 15 day late ordered 28 march delivery expected 28 march,Late Delivery,Low,PhotoSnap Cam,13,75,0.0,33268.0,1
376,facing installation issue setup fails step 1,Installation Issue,Low,ProTab X1,7,44,-0.4215,1.0,1
377,15130 FitRun Treadmill 13 day late ordered 22 march,Late Delivery,High,FitRun Treadmill,9,51,0.0,15165.0,3
378,,Billing Problem,Low,FitRun Treadmill,1,3,0.0,0.0,1
379,payment problem 84187 need urgent help delivery expected 03 may,Billing Problem,Medium,Vision LED TV,10,63,0.2023,84190.0,2
380,tell FitRun Treadmill warranty also available white,General Inquiry,Low,FitRun Treadmill,7,51,0.0,0.0,1
381,99634 EcoBreeze AC 15 day late ordered 16 may also contacted 16 may got response delivery expected 16 may,Late Delivery,High,EcoBreeze AC,19,105,0.0,99697.0,3
382,payment issue underbilled 84239,Billing Problem,Low,Vision LED TV,4,31,0.0,84239.0,1
383,payment issue UltraClean Vacuum charged twice 53615 also contacted 12 march got response delivery expected 12 march,Billing Problem,Medium,UltraClean Vacuum,17,115,-0.2023,53639.0,2
384,RoboChef Blender stuck stopped working 6 day,Product Defect,Low,RoboChef Blender,7,44,-0.4404,6.0,1
385,cant log account keep showing unknown issue help also contacted 30 march got response,Account Access,Medium,RoboChef Blender,14,85,0.4019,30.0,2
386,75955 SmartWatch V2 5 day late ordered 10 may,Late Delivery,Medium,SmartWatch V2,9,45,0.0,75972.0,2
387,facing installation issue PhotoSnap Cam setup fails step 2,Installation Issue,Medium,PhotoSnap Cam,9,58,-0.4215,2.0,2
388,61188 17 day late ordered 05 march,Late Delivery,Medium,UltraClean Vacuum,7,34,0.0,61210.0,2
389,RoboChef Blender error stopped working 5 day,Product Defect,High,RoboChef Blender,7,44,-0.5574,5.0,4
390,tell FitRun Treadmill warranty also available blue also contacted 02 april got response,General Inquiry,Medium,FitRun Treadmill,13,87,0.0,2.0,2
391,tell SmartWatch V2 warranty also available white,General Inquiry,Low,SmartWatch V2,7,48,0.0,2.0,1
392,received wrong product mixed,Wrong Item,Medium,FitRun Treadmill,4,28,-0.4767,0.0,2
393,tell RoboChef Blender warranty also available white delivery expected 19 may,General Inquiry,High,RoboChef Blender,11,76,0.0,19.0,3
394,facing installation issue UltraClean Vacuum setup fails step 2,Installation Issue,High,UltraClean Vacuum,9,62,-0.4215,2.0,3
395,facing installation issue led Vision LED TV setup fails step 6 also contacted 31 march got response,Installation Issue,Medium,Vision LED TV,17,99,-0.2023,37.0,2
396,payment issue charged twice 66880,Billing Problem,High,SoundWave 300,5,33,-0.2023,66880.0,3
397,lost stopped working 3 day,Product Defect,Medium,PhotoSnap Cam,5,26,-0.4939,3.0,2
398,RoboChef Blender wrong item stopped working 1 day,Product Defect,High,RoboChef Blender,8,49,-0.6124,1.0,4
399,28904 placed 03 may still,Late Delivery,Medium,SmartWatch V2,5,25,0.0,28907.0,2
400,facing installation issue SoundWave 300 setup fails step 6,Installation Issue,Medium,SoundWave 300,9,58,-0.4215,306.0,2
401,led Vision LED TV cracked stopped working 1 day,Product Defect,Low,Vision LED TV,9,47,0.0258,1.0,1
402,payment issue SoundWave 300 overbilled 25839 delivery expected 07 april,Billing Problem,Low,SoundWave 300,10,71,0.0,26146.0,1
403,received wrong product mixed,Wrong Item,Low,ProTab X1,4,28,-0.4767,0.0,1
404,17946 fr PhotoSnap Cam 16 day late ordered 14 april,Late Delivery,High,PhotoSnap Cam,10,51,0.0,17976.0,3
405,payment issue EcoBreeze AC debited incorrectly 86372,Billing Problem,High,EcoBreeze AC,7,52,0.0,86372.0,3
406,tell warranty also available black,General Inquiry,Low,PowerMax Battery,5,34,0.0,0.0,1
407,tell FitRun Treadmill warranty also available white,General Inquiry,Low,FitRun Treadmill,7,51,0.0,0.0,1
408,ordered got SmartWatch V2 instead 31482,Wrong Item,Low,SmartWatch V2,6,39,0.0,31484.0,1
409,,Billing Problem,Medium,EcoBreeze AC,1,3,0.0,0.0,2
410,tell teh FitRun Treadmill warranty also available white also contacted 01 may got response,General Inquiry,High,FitRun Treadmill,14,90,0.0,1.0,3
411,cant log account keep showing error help delivery expected 30 march,Account Access,Medium,SoundWave 300,11,67,0.0,30.0,2
412,ordered got FitRun Treadmill instead 58478,Wrong Item,Low,PowerMax Battery,6,42,0.0,58478.0,1
413,cant log account keep showing unknown issue help,Account Access,High,PowerMax Battery,8,48,0.4019,0.0,3
414,payment issue FitRun Treadmill debited incorrectly 47086,Billing Problem,Low,FitRun Treadmill,7,56,0.0,47086.0,1
415,facing installation issue led Vision LED TV setup fails step 1,Installation Issue,Low,Vision LED TV,11,62,-0.2023,1.0,1
416,facing installation issue PhotoSnap Cam setup fails step 3 also contacted 31 march got response,Installation Issue,Low,PhotoSnap Cam,15,95,-0.4215,34.0,1
417,facing installation issue led Vision LED TV setup fails step 4,Installation Issue,Low,Vision LED TV,11,62,-0.2023,4.0,1
418,69448 2 day late ordered 17 april,Late Delivery,High,SoundWave 300,7,33,0.0,69467.0,3
419,cant log account keep showing captcha failed help,Account Access,Medium,FitRun Treadmill,8,49,-0.1531,0.0,2
420,ordered got ProTab X1 instead 74984 delivery expected 11 march,Wrong Item,Medium,PhotoSnap Cam,10,62,0.0,74996.0,2
421,payment issue ProTab X1 overbilled 70251,Billing Problem,Medium,ProTab X1,6,40,0.0,70252.0,2
422,item stock also contacted 25 march got response,General Inquiry,High,Vision LED TV,8,47,0.0,25.0,3
423,,,High,EcoBreeze AC,1,3,0.0,0.0,3
424,payment issue ProTab X1 underbilled 63800,Billing Problem,High,ProTab X1,6,41,0.0,63801.0,3
425,payment issue led Vision LED TV underbilled 65500 also contacted 09 april got response,Billing Problem,High,Vision LED TV,14,86,0.25,65509.0,3
426,PhotoSnap Cam stuck giving issue delivery expected 04 april,Product Defect,High,EcoBreeze AC,9,59,0.1027,4.0,3
427,facing installation issue SmartWatch V2 setup fails step 1,Installation Issue,Low,SmartWatch V2,9,58,-0.4215,3.0,1
428,payment issue UltraClean Vacuum debited incorrectly 15205,Billing Problem,Medium,UltraClean Vacuum,7,57,0.0,15205.0,2
429,ordered got led Vision LED TV instead 94780 also contacted 03 may got response,Late Delivery,High,RoboChef Blender,14,78,0.25,94783.0,3
430,tell teh SmartWatch V2 warranty also available black,General Inquiry,Medium,SmartWatch V2,8,52,0.0,2.0,2
431,facing installation issue PowerMax Battery setup fails step 2,Installation Issue,Low,PowerMax Battery,9,61,-0.4215,2.0,1
432,cant log account keep showing error help delivery expected 22 march,Account Access,Low,SoundWave 300,11,67,0.0,22.0,1
433,ordered FitRun Treadmill got ProTab X1 instead 82022,Wrong Item,High,FitRun Treadmill,8,52,0.0,82023.0,3
434,RoboChef Blender stuck stopped working 8 day,Product Defect,Medium,RoboChef Blender,7,44,-0.4404,8.0,2
435,account problem assistance needed,Account Access,High,RoboChef Blender,4,33,-0.4019,0.0,3
436,ordered PhotoSnap Cam got RoboChef Blender instead 60642,Wrong Item,High,PhotoSnap Cam,8,56,0.0,60642.0,3
437,cant log account keep showing reset required help,Account Access,High,UltraClean Vacuum,8,49,0.4019,0.0,3
438,17325 4 day late ordered 29 april,Late Delivery,Medium,SmartWatch V2,7,33,0.0,17358.0,2
439,payment issue fr mi led Vision LED TV charged twice fr 72740 also contacted 29 march got response,Billing Problem,Low,Vision LED TV,18,97,0.0516,72769.0,1
440,ordered PowerMax Battery got PhotoSnap Cam instead 86223 also contacted 04 march got response,Late Delivery,High,PowerMax Battery,14,93,0.0,86227.0,3
441,81531 RoboChef Blender 3 day late ordered 10 may,Late Delivery,Medium,RoboChef Blender,9,48,0.0,81544.0,2
442,ordered led Vision LED TV got ProTab X1 instead 74519 also contacted 28 march got response,Wrong Item,Low,Vision LED TV,16,90,0.25,74548.0,1
443,tell teh warranty also available red,General Inquiry,Low,PowerMax Battery,6,36,0.0,0.0,1
444,ordered got FitRun Treadmill instead 78628,Wrong Item,Medium,Vision LED TV,6,42,0.0,78628.0,2
445,ordered PowerMax Battery got led Vision LED TV instead 26037,Wrong Item,Medium,PowerMax Battery,10,60,0.25,26037.0,2
446,facing installation issue PowerMax Battery setup fails step 4,Installation Issue,Medium,PowerMax Battery,9,61,-0.4215,4.0,2
447,ordered UltraClean Vacuum got FitRun Treadmill instead 10191 delivery expected 07 may,Wrong Item,High,UltraClean Vacuum,12,85,0.0,10198.0,3
448,facing installation issue setup fails step 4,Installation Issue,Low,PowerMax Battery,7,44,-0.4215,4.0,1
449,cant log account keep showing error help,Account Access,High,PowerMax Battery,7,40,0.0,0.0,3
450,90934 placed 29 april still,Late Delivery,Medium,RoboChef Blender,5,27,0.0,90963.0,2
451,tell SmartWatch V2 warranty also available white,General Inquiry,Low,SmartWatch V2,7,48,0.0,2.0,1
452,facing installation issue led Vision LED TV setup fails step 6,Installation Issue,Medium,Vision LED TV,11,62,-0.2023,6.0,2
453,,Installation Issue,Low,SmartWatch V2,1,3,0.0,0.0,1
454,led Vision LED TV missing stopped working 6 day,Product Defect,Medium,Vision LED TV,9,47,-0.2732,6.0,2
455,SmartWatch V2 received stopped working 12 day,Product Defect,Low,SmartWatch V2,7,45,-0.2263,14.0,1
456,facing installation issue PowerMax Battery setup fails step 4,Installation Issue,Medium,PowerMax Battery,9,61,-0.4215,4.0,2
457,,General Inquiry,Low,UltraClean Vacuum,1,3,0.0,0.0,1
458,cant log account keep showing blocked help delivery expected 08 march,Account Access,Medium,UltraClean Vacuum,11,69,0.1531,8.0,2
459,,Late Delivery,Low,PhotoSnap Cam,1,3,0.0,0.0,1
460,facing installation issue PhotoSnap Cam setup fails step 2,Installation Issue,High,PhotoSnap Cam,9,58,-0.4215,2.0,3
461,PhotoSnap Cam working stopped working 11 day,Product Defect,Medium,PhotoSnap Cam,7,44,-0.2263,11.0,2
462,product info needed,General Inquiry,Low,UltraClean Vacuum,3,19,0.0,0.0,1
463,tell EcoBreeze AC warranty also available white also contacted 18 may got response,General Inquiry,Medium,EcoBreeze AC,13,82,0.0,18.0,2
464,cant log mi account keep showing captcha failed help,Account Access,Low,SoundWave 300,9,52,-0.1531,0.0,1
465,SoundWave 300 broken stopped working 5 day also contacted 18 april got response,Product Defect,High,SoundWave 300,13,79,-0.6124,323.0,4
466,product info needed delivery expected 23 april,General Inquiry,High,FitRun Treadmill,7,46,0.0,23.0,3
467,43089 led Vision LED TV 17 day late ordered 16 may,Late Delivery,Medium,Vision LED TV,11,50,0.25,43122.0,2
468,29186 fr PowerMax Battery 4 day late ordered 23 april,Late Delivery,Medium,PowerMax Battery,10,53,0.0,29213.0,2
469,ProTab X1 received stopped working 6 day also contacted 23 march got response,Product Defect,Low,ProTab X1,13,77,-0.2263,30.0,1
470,payment issue UltraClean Vacuum overbilled 88996 also contacted 15 may got response,Billing Problem,Low,UltraClean Vacuum,12,83,0.0,89011.0,1
471,want know warranty,General Inquiry,Low,UltraClean Vacuum,3,18,0.0772,0.0,1
472,facing installation issue RoboChef Blender setup fails step 1,Installation Issue,Low,RoboChef Blender,9,61,-0.4215,1.0,1
473,ProTab X1 glitchy stopped working 4 day,Product Defect,Low,ProTab X1,7,39,-0.2263,5.0,1
474,tell warranty also available red also contacted 29 march got response delivery expected 29 march,General Inquiry,High,PowerMax Battery,15,96,0.0,58.0,3
475,payment issue underbilled 99130 also contacted 20 april got response,Billing Problem,High,EcoBreeze AC,10,68,0.0,99150.0,3
476,49096 SmartWatch V2 1 day late ordered 12 may,Late Delivery,High,SmartWatch V2,9,45,0.0,49111.0,3
477,38602 SoundWave 300 16 day late ordered 09 march,Late Delivery,Medium,SoundWave 300,9,48,0.0,38927.0,2
478,payment issue overbilled 32281,Billing Problem,Low,UltraClean Vacuum,4,30,0.0,32281.0,1
479,cant log mi account keep showing error help,Account Access,Medium,PowerMax Battery,8,43,0.0,0.0,2
480,facing installation issue PowerMax Battery setup fails step 3,Installation Issue,Low,PowerMax Battery,9,61,-0.4215,3.0,1
481,facing installation issue led Vision LED TV setup fails step 1,Installation Issue,High,Vision LED TV,11,62,-0.2023,1.0,3
482,SoundWave 300 lost giving issue also contacted 11 may got response,Product Defect,Low,SoundWave 300,11,66,0.0258,311.0,1
483,facing installation issue ProTab X1 setup fails step 5 also contacted 28 march got response,Installation Issue,High,ProTab X1,15,91,-0.4215,34.0,3
484,cant log account keep showing error help,Account Access,Medium,PowerMax Battery,7,40,0.0,0.0,2
485,,Billing Problem,Low,UltraClean Vacuum,1,3,0.0,0.0,1
486,facing installation issue RoboChef Blender setup fails step 1,Installation Issue,Low,RoboChef Blender,9,61,-0.4215,1.0,1
487,payment issue ProTab X1 overbilled 61880 also contacted 11 april got response,Billing Problem,Medium,ProTab X1,12,77,0.0,61892.0,2
488,,Installation Issue,High,RoboChef Blender,1,3,0.0,0.0,3
489,SmartWatch V2 ProTab X1 received giving issue,Product Defect,High,SmartWatch V2,7,45,0.34,3.0,3
490,cant log account keep showing captcha failed help,Account Access,High,ProTab X1,8,49,-0.1531,0.0,3
491,received stopped working 12 day,Product Defect,High,UltraClean Vacuum,5,31,-0.2263,12.0,3
492,login working,Product Defect,Medium,RoboChef Blender,2,13,0.0,0.0,2
493,product info needed,General Inquiry,Low,SoundWave 300,3,19,0.0,0.0,1
494,led Vision LED TV response stopped working 8 day,Product Defect,High,Vision LED TV,9,48,0.0258,8.0,3
495,tell UltraClean Vacuum warranty also available black also contacted 19 march got response,General Inquiry,High,UltraClean Vacuum,13,89,0.0,19.0,3
496,payment issue SoundWave 300 refunded 49262,Billing Problem,Low,SoundWave 300,6,42,0.0,49562.0,1
497,47713 UltraClean Vacuum 6 day late ordered 27 april,Late Delivery,High,UltraClean Vacuum,9,51,0.0,47746.0,3
